dev_category,developer_friendly_name,variable_name,api_data_type,label,value,label_2,scorecard_y_n,source,notes
academics,program.assoc.engineering_technology,CIP15ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.engineering_technology,CIP15CERT4,integer,,,,,IPEDS,
academics,program.bachelors.engineering_technology,CIP15BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.language,CIP16CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.language,CIP16CERT2,integer,,,,,IPEDS,
academics,program.assoc.language,CIP16ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.language,CIP16CERT4,integer,,,,,IPEDS,
academics,program.bachelors.language,CIP16BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.family_consumer_science,CIP19CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.family_consumer_science,CIP19CERT2,integer,,,,,IPEDS,
academics,program.assoc.family_consumer_science,CIP19ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.family_consumer_science,CIP19CERT4,integer,,,,,IPEDS,
academics,program.bachelors.family_consumer_science,CIP19BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.legal,CIP22CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.legal,CIP22CERT2,integer,,,,,IPEDS,
academics,program.assoc.legal,CIP22ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.legal,CIP22CERT4,integer,,,,,IPEDS,
academics,program.bachelors.legal,CIP22BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.english,CIP23CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.english,CIP23CERT2,integer,,,,,IPEDS,
academics,program.assoc.english,CIP23ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.english,CIP23CERT4,integer,,,,,IPEDS,
academics,program.bachelors.english,CIP23BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.humanities,CIP24CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.humanities,CIP24CERT2,integer,,,,,IPEDS,
academics,program.assoc.humanities,CIP24ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.humanities,CIP24CERT4,integer,,,,,IPEDS,
academics,program.bachelors.humanities,CIP24BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.library,CIP25CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.library,CIP25CERT2,integer,,,,,IPEDS,
academics,program.assoc.library,CIP25ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.library,CIP25CERT4,integer,,,,,IPEDS,
academics,program.bachelors.library,CIP25BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.biological,CIP26CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.biological,CIP26CERT2,integer,,,,,IPEDS,
academics,program.assoc.biological,CIP26ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.biological,CIP26CERT4,integer,,,,,IPEDS,
academics,program.bachelors.biological,CIP26BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.mathematics,CIP27CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.mathematics,CIP27CERT2,integer,,,,,IPEDS,
academics,program.assoc.mathematics,CIP27ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.mathematics,CIP27CERT4,integer,,,,,IPEDS,
academics,program.bachelors.mathematics,CIP27BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.military,CIP29CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.military,CIP29CERT2,integer,,,,,IPEDS,
academics,program.assoc.military,CIP29ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.military,CIP29CERT4,integer,,,,,IPEDS,
academics,program.bachelors.military,CIP29BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.multidiscipline,CIP30CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.multidiscipline,CIP30CERT2,integer,,,,,IPEDS,
academics,program.assoc.multidiscipline,CIP30ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.multidiscipline,CIP30CERT4,integer,,,,,IPEDS,
academics,program.bachelors.multidiscipline,CIP30BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.parks_recreation_fitness,CIP31CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.parks_recreation_fitness,CIP31CERT2,integer,,,,,IPEDS,
academics,program.assoc.parks_recreation_fitness,CIP31ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.parks_recreation_fitness,CIP31CERT4,integer,,,,,IPEDS,
academics,program.bachelors.parks_recreation_fitness,CIP31BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.philosophy_religious,CIP38CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.philosophy_religious,CIP38CERT2,integer,,,,,IPEDS,
academics,program.assoc.philosophy_religious,CIP38ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.philosophy_religious,CIP38CERT4,integer,,,,,IPEDS,
academics,program.bachelors.philosophy_religious,CIP38BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.theology_religious_vocation,CIP39CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.theology_religious_vocation,CIP39CERT2,integer,,,,,IPEDS,
academics,program.assoc.theology_religious_vocation,CIP39ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.theology_religious_vocation,CIP39CERT4,integer,,,,,IPEDS,
academics,program.bachelors.theology_religious_vocation,CIP39BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.physical_science,CIP40CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.physical_science,CIP40CERT2,integer,,,,,IPEDS,
academics,program.assoc.physical_science,CIP40ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.physical_science,CIP40CERT4,integer,,,,,IPEDS,
academics,program.bachelors.physical_science,CIP40BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.science_technology,CIP41CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.science_technology,CIP41CERT2,integer,,,,,IPEDS,
academics,program.assoc.science_technology,CIP41ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.science_technology,CIP41CERT4,integer,,,,,IPEDS,
academics,program.bachelors.science_technology,CIP41BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.psychology,CIP42CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.psychology,CIP42CERT2,integer,,,,,IPEDS,
academics,program.assoc.psychology,CIP42ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.psychology,CIP42CERT4,integer,,,,,IPEDS,
academics,program.bachelors.psychology,CIP42BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.security_law_enforcement,CIP43CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.security_law_enforcement,CIP43CERT2,integer,,,,,IPEDS,
academics,program.assoc.security_law_enforcement,CIP43ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.security_law_enforcement,CIP43CERT4,integer,,,,,IPEDS,
academics,program.bachelors.security_law_enforcement,CIP43BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.public_administration_social_service,CIP44CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.public_administration_social_service,CIP44CERT2,integer,,,,,IPEDS,
academics,program.assoc.public_administration_social_service,CIP44ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.public_administration_social_service,CIP44CERT4,integer,,,,,IPEDS,
academics,program.bachelors.public_administration_social_service,CIP44BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.social_science,CIP45CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.social_science,CIP45CERT2,integer,,,,,IPEDS,
academics,program.assoc.social_science,CIP45ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.social_science,CIP45CERT4,integer,,,,,IPEDS,
academics,program.bachelors.social_science,CIP45BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.construction,CIP46CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.construction,CIP46CERT2,integer,,,,,IPEDS,
academics,program.assoc.construction,CIP46ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.construction,CIP46CERT4,integer,,,,,IPEDS,
academics,program.bachelors.construction,CIP46BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.mechanic_repair_technology,CIP47CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.mechanic_repair_technology,CIP47CERT2,integer,,,,,IPEDS,
academics,program.assoc.mechanic_repair_technology,CIP47ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.mechanic_repair_technology,CIP47CERT4,integer,,,,,IPEDS,
academics,program.bachelors.mechanic_repair_technology,CIP47BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.precision_production,CIP48CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.precision_production,CIP48CERT2,integer,,,,,IPEDS,
academics,program.assoc.precision_production,CIP48ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.precision_production,CIP48CERT4,integer,,,,,IPEDS,
academics,program.bachelors.precision_production,CIP48BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.transportation,CIP49CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.transportation,CIP49CERT2,integer,,,,,IPEDS,
academics,program.assoc.transportation,CIP49ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.transportation,CIP49CERT4,integer,,,,,IPEDS,
academics,program.bachelors.transportation,CIP49BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.visual_performing,CIP50CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.visual_performing,CIP50CERT2,integer,,,,,IPEDS,
academics,program.assoc.visual_performing,CIP50ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.visual_performing,CIP50CERT4,integer,,,,,IPEDS,
academics,program.bachelors.visual_performing,CIP50BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.health,CIP51CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.health,CIP51CERT2,integer,,,,,IPEDS,
academics,program.assoc.health,CIP51ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.health,CIP51CERT4,integer,,,,,IPEDS,
academics,program.bachelors.health,CIP51BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.business_marketing,CIP52CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.business_marketing,CIP52CERT2,integer,,,,,IPEDS,
academics,program.assoc.business_marketing,CIP52ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.business_marketing,CIP52CERT4,integer,,,,,IPEDS,
academics,program.bachelors.business_marketing,CIP52BACHL,integer,,,,,IPEDS,
academics,program.certificate_lt_1_yr.history,CIP54CERT1,integer,,,,,IPEDS,
academics,program.certificate_lt_2_yr.history,CIP54CERT2,integer,,,,,IPEDS,
academics,program.assoc.history,CIP54ASSOC,integer,,,,,IPEDS,
academics,program.certificate_lt_4_yr.history,CIP54CERT4,integer,,,,,IPEDS,
academics,program.bachelors.history,CIP54BACHL,integer,,,,,IPEDS,
school,online_only,DISTANCEONLY,integer,,0,Not distance-education only,true,IPEDS,
,,,,,1,Distance-education only,,,
student,size,UGDS,integer,,,,true,IPEDS,"To be bucketed into size categories (College Navigator: <2k, 2-15k, >15k)"
student,enrollment.all,UG,integer,,,,,IPEDS,
student,demographics.race_ethnicity.white,UGDS_WHITE,float,,,,true,IPEDS,Not before 2009
student,demographics.race_ethnicity.black,UGDS_BLACK,float,,,,true,IPEDS,Pre2009_IPEDS
student,demographics.race_ethnicity.hispanic,UGDS_HISP,float,,,,true,IPEDS,
student,demographics.race_ethnicity.asian,UGDS_ASIAN,float,,,,true,IPEDS,
student,demographics.race_ethnicity.aian,UGDS_AIAN,float,,,,true,IPEDS,
student,demographics.race_ethnicity.nhpi,UGDS_NHPI,float,,,,true,IPEDS,
student,demographics.race_ethnicity.two_or_more,UGDS_2MOR,float,,,,true,IPEDS,
student,demographics.race_ethnicity.non_resident_alien,UGDS_NRA,float,,,,true,IPEDS,
student,demographics.race_ethnicity.unknown,UGDS_UNKN,float,,,,true,IPEDS,
student,demographics.race_ethnicity.white_non_hispanic,UGDS_WHITENH,float,,,,,IPEDS,Not after 2009 (2009 transition year)
student,demographics.race_ethnicity.black_non_hispanic,UGDS_BLACKNH,float,,,,,IPEDS,
student,demographics.race_ethnicity.asian_pacific_islander,UGDS_API,float,,,,,IPEDS,
student,demographics.race_ethnicity.aian_prior_2009,UGDS_AIANOld,float,,,,,IPEDS,
student,demographics.race_ethnicity.hispanic_prior_2009,UGDS_HISPOld,float,,,,,IPEDS,
student,demographics.non_resident_aliens_2000,UG_NRA,float,,,,,IPEDS,Not after 2000
student,demographics.race_ethnicity.unknown_2000,UG_UNKN,float,,,,,IPEDS,
student,demographics.race_ethnicity.white_2000,UG_WHITENH,float,,,,,IPEDS,
student,demographics.race_ethnicity.black_2000,UG_BLACKNH,float,,,,,IPEDS,
student,demographics.race_ethnicity.api_2000,UG_API,float,,,,,IPEDS,
student,demographics.race_ethnicity.aian_2000,UG_AIANOld,float,,,,,IPEDS,
student,demographics.race_ethnicity.hispanic_2000,UG_HISPOld,float,,,,,IPEDS,
student,part_time_share,PPTUG_EF,float,,,,,IPEDS,"The proportion of degree/certificate-seeking undergraduates enrolled part time in the fall term, calculated from the IPEDS Fall Enrollment component. This metric does not apply during 2000-01, when degree/certificate-seeking status was not collected. It is calculated as the number of part-time, degree/certificate-seeking undergraduates divided by the number of degree/certificate-seeking undergraduates. It includes non-first-time undergraduates. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
student,part_time_share_2000,PPTUG_EF2,float,,,,,IPEDS,Not after 2000
school,operating,CURROPER,integer,,0,Not currently certified as an operating institution,true,IPEDS,
,,,,,1,Currently certified as operating,,,
cost,avg_net_price.public,NPT4_PUB,integer,,,,true,IPEDS,"The average annual total cost of attendance (CostT4_A, CostT4_P), including tuition and fees, books and supplies, and living expenses, minus the average grant/scholarship aid. It is calculated for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions. For academic-year institutions, net price represents an average of all programs and includes only undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), net price represents the program with the largest enrollment at the institution for the length of the full program, regardless of program length (see LProgram), and it includes undergraduates who first enrolled at any time during the academic year. For public institutions, this metric is limited to undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all undergraduates who receive Title IV aid. The total cost of attendance depends on whether undergraduates live on campus, off campus (not with family), or off campus (with family)."
cost,avg_net_price.private,NPT4_PRIV,integer,,,,true,IPEDS,
cost,avg_net_price.program_year,NPT4_PROG,integer,,,,,IPEDS,
cost,avg_net_price.other_academic_year,NPT4_OTHER,integer,,,,,IPEDS,
cost,net_price.public.by_income_level.0-30000,NPT41_PUB,integer,,,,true,IPEDS,"The average annual total cost of attendance (CostT4_A, CostT4_P), including tuition and fees, books and supplies, and living expenses, minus the average grant/scholarship aid, by detailed income category. It is calculated for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of five income categories. Average net price (NPT4_PUB, NPT4_PRIV) for each of the following five income categories: $0–$30,000; $30,001–$48,000; $48,001–$75,000; $75,001–$110,000; $110,001 or more. For public institutions, this metric is limited to undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all undergraduates who receive Title IV aid. The total cost of attendance depends on whether undergraduates live on campus, off campus (not with family), or off campus (with family). Income categories are calculated from the income values used by the institution to calculate financial aid eligibility. For a dependent student, this includes the student’s and the parents’ income. For an independent student, this includes the student’s adjusted gross income and, if the student is married, the spouse’s income. This metric is not available prior to the 2009–10 academic year.
"
cost,net_price.public.by_income_level.30001-48000,NPT42_PUB,integer,,,,true,IPEDS,
cost,net_price.public.by_income_level.48001-75000,NPT43_PUB,integer,,,,true,IPEDS,
cost,net_price.public.by_income_level.75001-110000,NPT44_PUB,integer,,,,true,IPEDS,
cost,net_price.public.by_income_level.110001-plus,NPT45_PUB,integer,,,,true,IPEDS,
cost,net_price.private.by_income_level.0-30000,NPT41_PRIV,integer,,,,true,IPEDS,
cost,net_price.private.by_income_level.30001-48000,NPT42_PRIV,integer,,,,true,IPEDS,
cost,net_price.private.by_income_level.48001-75000,NPT43_PRIV,integer,,,,true,IPEDS,
cost,net_price.private.by_income_level.75001-110000,NPT44_PRIV,integer,,,,true,IPEDS,
cost,net_price.private.by_income_level.110001-plus,NPT45_PRIV,integer,,,,true,IPEDS,
cost,net_price.program_reporter.by_income_level.0-30000,NPT41_PROG,integer,,,,,IPEDS,
cost,net_price.program_reporter.by_income_level.30001-48000,NPT42_PROG,integer,,,,,IPEDS,
cost,net_price.program_reporter.by_income_level.48001-75000,NPT43_PROG,integer,,,,,IPEDS,
cost,net_price.program_reporter.by_income_level.75001-110000,NPT44_PROG,integer,,,,,IPEDS,
cost,net_price.program_reporter.by_income_level.110001-plus,NPT45_PROG,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.0-30000,NPT41_OTHER,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.30001-48000,NPT42_OTHER,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.48001-75000,NPT43_OTHER,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.75001-110000,NPT44_OTHER,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.110001-plus,NPT45_OTHER,integer,,,,,IPEDS,
cost,net_price.public.by_income_level.0-48000,NPT4_048_PUB,integer,,,,,IPEDS,"The average annual total cost of attendance (CostT4_A, CostT4_P), including tuition and fees, books and supplies, and living expenses, minus the average grant/scholarship aid, by aggregated income category. It is calculated for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of three aggregated income categories. Average net price (NPT4_PUB, NPT4_PRIV) for each of the following three aggregated income categories: $0–$48,000; $48,001–$75,000; $75,001 or more. For public institutions, this metric is limited to undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all undergraduates who receive Title IV aid. The total cost of attendance depends on whether undergraduates live on campus, off campus (not with family), or off campus (with family).
Income categories are calculated from the income values used by the institution to calculate financial aid eligibility. For a dependent student, this includes the student’s and the parents’ income. For an independent student, this includes the student’s adjusted gross income and, if the student is married, the spouse’s income. This metric is not available prior to the 2008–09 academic year.
"
cost,net_price.private.by_income_level.0-48000,NPT4_048_PRIV,integer,,,,,IPEDS,
cost,net_price.program_reporter.by_income_level.0-48000,NPT4_048_PROG,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.0-48000,NPT4_048_OTHER,integer,,,,,IPEDS,
cost,net_price.public.by_income_level.30001-75000,NPT4_3075_PUB,integer,,,,,IPEDS,
cost,net_price.private.by_income_level.30001-75000,NPT4_3075_PRIV,integer,,,,,IPEDS,
cost,net_price.public.by_income_level.75000-plus,NPT4_75UP_PUB,integer,,,,,IPEDS,
cost,net_price.private.by_income_level.75000-plus,NPT4_75UP_PRIV,integer,,,,,IPEDS,
cost,net_price.program_reporter.by_income_level.30001-75000,NPT4_3075_PROG,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.30001-75000,NPT4_3075_OTHER,integer,,,,,IPEDS,
cost,net_price.program_reporter.by_income_level.75000-plus,NPT4_75UP_PROG,integer,,,,,IPEDS,
cost,net_price.other_acad_calendar.by_income_level.75000-plus,NPT4_75UP_OTHER,integer,,,,,IPEDS,
cost,title_iv.public.all,NUM4_PUB,integer,,,,,IPEDS,"The number of full-time, first-time, degree/certificate-seeking undergraduates who received Title IV aid (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=title+iv+aid), included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions. For academic-year institutions, net price represents an average of all programs and includes only undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), net price represents the program with the largest enrollment at the institution for the length of the full program, regardless of program length (see LProgram), and it includes undergraduates who first enrolled at any time during the academic year. For public institutions, this metric is limited to undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all undergraduates who receive Title IV aid. This metric is not available prior to the 2009–10 academic year.
"
cost,title_iv.private.all,NUM4_PRIV,integer,,,,,IPEDS,
cost,title_iv.program_year,NUM4_PROG,integer,,,,,IPEDS,
cost,title_iv.academic_year,NUM4_OTHER,integer,,,,,IPEDS,
cost,title_iv.public.by_income_level.0-30000,NUM41_PUB,integer,,,,,IPEDS,"The number of full-time, first-time, degree/certificate-seeking undergraduates who received Title IV aid (see NUM4_PUB, NUM4_PRIV), by income category, included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of five income categories. Income categories are as follows: $0–$30,000; $30,001–$48,000; $48,001–$75,000; $75,001–$110,000; $110,001 or more. This metric is not available prior to the 2009–10 academic year.
"
cost,title_iv.public.by_income_level.30001-48000,NUM42_PUB,integer,,,,,IPEDS,
cost,title_iv.public.by_income_level.48001-75000,NUM43_PUB,integer,,,,,IPEDS,
cost,title_iv.public.by_income_level.75001-110000,NUM44_PUB,integer,,,,,IPEDS,
cost,title_iv.public.by_income_level.110001-plus,NUM45_PUB,integer,,,,,IPEDS,
cost,title_iv.private.by_income_level.0-30000,NUM41_PRIV,integer,,,,,IPEDS,
cost,title_iv.private.by_income_level.30001-48000,NUM42_PRIV,integer,,,,,IPEDS,
cost,title_iv.private.by_income_level.48001-75000,NUM43_PRIV,integer,,,,,IPEDS,
cost,title_iv.private.by_income_level.75001-110000,NUM44_PRIV,integer,,,,,IPEDS,
cost,title_iv.private.by_income_level.110001-plus,NUM45_PRIV,integer,,,,,IPEDS,
cost,title_iv.program_reporter.by_income_level.0-30000,NUM41_PROG,integer,,,,,IPEDS,
cost,title_iv.program_reporter.by_income_level.30001-48000,NUM42_PROG,integer,,,,,IPEDS,
cost,title_iv.program_reporter.by_income_level.48001-75000,NUM43_PROG,integer,,,,,IPEDS,
cost,title_iv.program_reporter.by_income_level.75001-110000,NUM44_PROG,integer,,,,,IPEDS,
cost,title_iv.program_reporter.by_income_level.110001-plus,NUM45_PROG,integer,,,,,IPEDS,
cost,title_iv.other_acad_calendar.by_income_level.0-30000,NUM41_OTHER,integer,,,,,IPEDS,
cost,title_iv.other_acad_calendar.by_income_level.30001-48000,NUM42_OTHER,integer,,,,,IPEDS,
cost,title_iv.other_acad_calendar.by_income_level.48001-75000,NUM43_OTHER,integer,,,,,IPEDS,
cost,title_iv.other_acad_calendar.by_income_level.75001-110000,NUM44_OTHER,integer,,,,,IPEDS,
cost,title_iv.other_acad_calendar.by_income_level.110001-plus,NUM45_OTHER,integer,,,,,IPEDS,
cost,attendance.academic_year,COSTT4_A,integer,,,,,IPEDS,"The average annual total cost of attendance, including tuition and fees, books and supplies, and living expenses for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is calculated from values in the IPEDS Institutional Characteristics and Student Financial Aid components. Separate metrics are calculated for academic-year institutions and program-year institutions. For academic-year institutions, average cost of attendance represents an average of all programs and includes only undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), average cost of attendance represents the program with the largest enrollment at the institution for the length of the full program (see LProgram), regardless of program length, and it includes undergraduates who first enrolled at any time during the academic year.
"
cost,attendance.program_year,COSTT4_P,integer,,,,,IPEDS,
cost,tuition.in_state,TUITIONFEE_IN,integer,,,,,IPEDS,
cost,tuition.out_of_state,TUITIONFEE_OUT,integer,,,,,IPEDS,
cost,tuition.program_year,TUITIONFEE_PROG,integer,,,,,IPEDS,
school,tuition_revenue_per_fte,TUITFTE,integer,,,,,IPEDS,"Net tuition revenue (tuition revenue minus discounts and allowances) divided by the number of FTE students (undergraduates and graduate students) (http://nces.ed.gov/ipeds/glossary/index.asp?id=854). Net tuition revenue is included in the IPEDS Finances component and FTE enrollment is included in the IPEDS 12-month enrollment component. This metric includes graduate students. 
"
school,instructional_expenditure_per_fte,INEXPFTE,integer,,,,,IPEDS,"Instructional expenditures divided by the number of FTE students (undergraduates and graduate students) (http://nces.ed.gov/ipeds/glossary/index.asp?id=854). Instructional expenditures are included in the IPEDS Finances component and FTE enrollment is included in the IPEDS 12-month enrollment component. This metric includes graduate students. 
"
school,faculty_salary,AVGFACSAL,integer,,,,,IPEDS,"Average faculty salary per month, calculated from the IPEDS Human Resources component. This metric is calculated as the total salary outlays divided by the number of months worked for all full-time nonmedical instructional staff. Prior to the 2011–12 academic year, when months worked were reported in groups, the value for 9–10 months is estimated as 9.5 months and the value for 11–12 months is estimated as 11.5 months. Values prior to the 2003–04 academic year are limited to degree-granting institutions for consistency with values in subsequent academic years.
"
school,ft_faculty_rate,PFTFAC,float,,,,,IPEDS,"Proportion of faculty that are employed full time, calculated from the IPEDS Human Resources component. This metric is calculated as the number of full-time nonmedical faculty divided by the total number of nonmedical faculty. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
aid,pell_grant_rate,PCTPELL,float,,,,true,IPEDS,"The proportion of undergraduates who received a Pell grant in the academic year, calculated from the IPEDS Student Financial Aid component. This metric is calculated by IPEDS as the quotient of the number of Pell grant recipients divided by the count of all undergraduates for either a fall enrollment cohort (for institutions that primarily follow an academic year calendar system) or a full-year enrollment cohort (for institutions that primarily follow a continuous enrollment or program-based calendar system). Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent. This metric is not available prior to the 2008–09 academic year.
"
completion,completion_rate_4yr_150nt,C150_4,float,,,,,IPEDS,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort (D150_4, D150_L4). For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent. Pooled figures include two cohorts of students.
"
completion,completion_rate_less_than_4yr_150nt,C150_L4,float,,,,,IPEDS,
completion,completion_rate_4yr_150nt_pooled,C150_4_POOLED,float,,,,,IPEDS,
completion,completion_rate_less_than_4yr_150nt_pooled,C150_L4_POOLED,float,,,,,IPEDS,
completion,pooled_yrs_used,poolyrs,integer,,,,,IPEDS,
student,share_first.time_full.time,PFTFTUG1_EF,float,,,,true,IPEDS,May be published alongside C150_ to provide context
